trial_id,job_id,lr,epochs,dropout,weight_decay,batch_size,gradient_clip,lr_scheduler,lr_scheduler_factor,lr_scheduler_patience,early_stopping_patience,cls_pos_weight,conv1_filters,conv1_kernel,conv1_padding,conv2_filters,conv2_kernel,conv2_padding,conv3_filters,conv3_kernel,conv3_padding,conv4_filters,conv4_kernel,conv4_padding,pool_size,fc1_size,fc2_size,score,recall,precision,status,retries,created_at,updated_at
trial_59,7230145.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0002204589531178,150,0.3037856466509609,6.568560326909776e-07,64,6.512496871219302,True,0.4533628429007747,6,4,1.0972938604054552,,,,,,,,,,,,,,,,0.9336496013704948,0.9723461195361284,0.8569182389937107,0,0,2026-06-30T13:01:44.420467+00:00,2026-07-06T01:41:20.941619+00:00
trial_60,7230147.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0005793345667337,25,0.4274804217620271,0.0391979250060616,32,3.1408833600774013,False,0.2789146004422808,27,25,8.261105827726372,,,,,,,,,,,,,,,,0.9114876398811406,0.9892952720785012,0.7744413407821229,0,0,2026-06-30T13:04:53.136480+00:00,2026-07-06T01:41:20.941619+00:00
trial_61,7230152.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,3.5781701623044936e-05,200,0.3661527710052652,1.2941511568671168e-06,32,1.2298780126235975,True,0.922527753851316,19,17,4.600277314670343,,,,,,,,,,,,,,,,0.9247077471765404,0.9607493309545048,0.8527315914489311,0,0,2026-06-30T13:11:19.498169+00:00,2026-07-06T01:41:20.941619+00:00
trial_62,7230166.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0005089644558329,300,0.4046985339979726,0.024032342048227,32,2.4962453718177,True,0.8618838694099499,12,21,2.978670353704272,,,,,,,,,,,,,,,,0.9096285467472922,0.9393398751115076,0.8491935483870968,0,0,2026-06-30T13:22:50.953612+00:00,2026-07-06T01:41:20.941619+00:00
trial_63,7230178.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.010621188468856,300,0.6210377666032301,0.0406598604451342,256,5.50066002867902,False,0.1751579392789726,34,8,5.020731016995488,,,,,,,,,,,,,,,,0.8731045490822027,0.975914362176628,0.7058064516129032,0,0,2026-06-30T13:35:07.296181+00:00,2026-07-06T01:41:20.941619+00:00
trial_64,7230184.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,4.335568536566044e-05,200,0.3379146197988432,0.0088368920545631,16,9.551575494718248,False,0.8290437122806774,8,11,2.1439613524770884,,,,,,,,,,,,,,,,0.9336496013704948,0.9723461195361284,0.8569182389937107,0,0,2026-06-30T13:41:54.973229+00:00,2026-07-06T01:41:20.941619+00:00
trial_65,7230197.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0226002528980118,100,0.2041033373950652,0.0003399228412985,16,7.091907403037425,False,0.5600122777530074,17,9,9.371317281449128,,,,,,,,,,,,,,,,0.8726833685481437,0.991971454058876,0.6868437306979617,0,0,2026-06-30T13:51:20.925975+00:00,2026-07-06T01:41:20.941619+00:00
trial_66,7230224.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,7.533666607060443e-06,100,0.6664660969406537,0.0002521423862693,64,4.636604097123391,False,0.8769275589805584,16,25,5.1241689004757855,,,,,,,,,,,,,,,,0.9298405466970388,0.9803746654772524,0.8332069749810462,0,0,2026-06-30T14:04:28.446734+00:00,2026-07-06T01:41:20.941619+00:00
trial_67,7230270.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0103487705474961,150,0.0741623265920117,0.0005855899895471,128,1.6060642977830852,True,0.8761615933868157,4,27,1.80187873543461,,,,,,,,,,,,,,,,0.9057209390144124,0.9875111507582516,0.763448275862069,0,0,2026-06-30T14:30:14.061519+00:00,2026-07-06T01:41:20.941619+00:00
trial_68,7230287.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0029373451425669,300,0.197973971864939,6.956428163226599e-06,32,6.8729723464195125,False,0.2461058632760702,27,14,3.4948191832989024,,,,,,,,,,,,,,,,0.9436785364260044,0.9910793933987512,0.8519938650306749,0,0,2026-06-30T14:43:00.821156+00:00,2026-07-06T01:41:20.941619+00:00
trial_69,7230305.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0217348131131363,50,0.1094771195040708,1.9585543479069177e-08,256,1.583542209324218,True,0.2137040393338697,13,26,2.8528212616185176,,,,,,,,,,,,,,,,0.9433492697622634,0.9884032114183764,0.8555984555984556,0,0,2026-06-30T14:52:43.472834+00:00,2026-07-06T01:41:20.941619+00:00
trial_70,7230329.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0009628953522575,150,0.3206205785448665,1.0366109097465454e-05,256,4.7216167627059225,False,0.1086952004223442,4,14,6.408191503135838,,,,,,,,,,,,,,,,0.9328566785830354,0.9848349687778768,0.8338368580060423,0,0,2026-06-30T15:04:03.025770+00:00,2026-07-06T01:41:20.941619+00:00
trial_71,7230341.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0003029270299846,300,0.0321054289139474,1.3654236401156072e-05,64,8.458023241112857,True,0.8439696811714594,23,10,1.3431614929609967,,,,,,,,,,,,,,,,0.930698252732151,0.975914362176628,0.8428351309707242,0,0,2026-06-30T15:11:19.029824+00:00,2026-07-06T01:41:20.941619+00:00
trial_72,7230346.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0040686838241881,100,0.6080520608316816,0.0286145294192531,32,6.000246701441114,False,0.865542987958513,31,21,8.669962323472632,,,,,,,,,,,,,,,,0.7085629188384215,0.9794826048171276,0.4367541766109785,0,0,2026-06-30T15:15:22.522267+00:00,2026-07-06T01:41:20.941619+00:00
