trial_id,job_id,lr,epochs,dropout,weight_decay,batch_size,gradient_clip,lr_scheduler,lr_scheduler_factor,lr_scheduler_patience,early_stopping_patience,cls_pos_weight,conv1_filters,conv1_kernel,conv1_padding,conv2_filters,conv2_kernel,conv2_padding,conv3_filters,conv3_kernel,conv3_padding,conv4_filters,conv4_kernel,conv4_padding,pool_size,fc1_size,fc2_size,score,recall,precision,status,retries,created_at,updated_at
trial_73,7230358.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,1.7106474709663118e-05,300,0.1598508071855487,0.0004687833219505,32,9.384733700395545,False,0.5652057355369321,9,3,9.305864015455445,,,,,,,,,,,,,,,,0.9219617318618168,0.9687778768956288,0.8315467075038285,0,0,2026-06-30T15:21:48.040461+00:00,2026-07-06T01:41:20.941619+00:00
trial_74,7230362.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,6.478946083279699e-05,25,0.6724010950271723,5.0955648997562815e-08,64,7.9449446916036255,False,0.2667343176271424,4,2,1.081179754799942,,,,,,,,,,,,,,,,0.9200078487801688,0.9652096342551294,0.8323076923076923,0,0,2026-06-30T15:26:19.349592+00:00,2026-07-06T01:41:20.941619+00:00
trial_75,7230377.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,5.529615632880826e-06,200,0.2066148410265919,0.0594403592882768,32,2.244145455262374,False,0.3936907829544839,38,4,5.710528993249196,,,,,,,,,,,,,,,,0.8732137236386528,0.951828724353256,0.7363699102829537,0,0,2026-06-30T15:33:02.307408+00:00,2026-07-06T01:41:20.941619+00:00
trial_76,7230387.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0093972870067954,50,0.0670007695327574,1.603252482340368e-07,256,8.017388955020854,False,0.777052246337112,36,22,1.6942510733380742,,,,,,,,,,,,,,,,0.9407496172025832,0.9696699375557538,0.8815896188158961,0,0,2026-06-30T15:37:15.658785+00:00,2026-07-06T01:41:20.941619+00:00
trial_77,7230426.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,9.591051668314548e-05,100,0.6938072146079268,0.0002482788284554,128,1.8619724775259228,True,0.5889138409701722,23,22,4.22999392499128,,,,,,,,,,,,,,,,0.9401561144839548,0.9669937555753793,0.8848979591836734,0,0,2026-06-30T15:52:25.315919+00:00,2026-07-06T01:41:20.941619+00:00
trial_78,7230501.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.000548404598605,300,0.4069844017785168,1.063575718339873e-08,256,8.891333480484908,True,0.269077884298402,33,20,6.495897649197889,,,,,,,,,,,,,,,,0.937685264475331,0.9768064228367528,0.8601728201099764,0,0,2026-06-30T16:17:37.260576+00:00,2026-07-06T01:41:20.941619+00:00
trial_79,7230555.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,4.060979347900508e-05,25,0.3056055130180877,0.0002177443857563,128,7.787255777820176,True,0.7314641622036574,11,23,2.7127677498596245,,,,,,,,,,,,,,,,0.9286326759448584,0.9661016949152542,0.8541009463722398,0,0,2026-06-30T16:49:24.932117+00:00,2026-07-06T01:41:20.941619+00:00
trial_80,7230606.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0003687134004848,50,0.5370579940203857,0.0069967393040121,128,9.740702146974824,True,0.6081792932840183,10,26,5.115779034238412,,,,,,,,,,,,,,,,0.9413998559549532,0.9866190900981266,0.8533950617283951,0,0,2026-06-30T17:12:46.201434+00:00,2026-07-06T01:41:20.941619+00:00
trial_81,7230687.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0003383545994667,25,0.1368397553788781,0.0186607628839217,64,0.4782201812996733,True,0.2576540979812188,26,10,7.347319100519511,,,,,,,,,,,,,,,,0.9029034094503132,0.9794826048171276,0.7678321678321678,0,0,2026-06-30T17:47:05.967221+00:00,2026-07-06T01:41:20.941619+00:00
trial_82,7230722.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0118511658230751,200,0.0387424763729521,8.68767431500309e-06,256,0.9769964656088104,False,0.8469738735831442,10,20,4.695153010190188,,,,,,,,,,,,,,,,0.9365843869155128,0.9607493309545048,0.8864197530864197,0,0,2026-06-30T17:56:03.095985+00:00,2026-07-06T01:41:20.941619+00:00
trial_83,7230739.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0014013298989262,25,0.6637606897643722,4.331230291065197e-06,256,2.0409657673854973,True,0.1598569857687453,34,10,8.717916456775056,,,,,,,,,,,,,,,,0.9339347134791356,0.9875111507582516,0.8323308270676691,0,0,2026-06-30T18:08:14.808774+00:00,2026-07-06T01:41:20.941619+00:00
trial_84,7230783.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0144248736007973,100,0.0039001864761337,7.253743064756175e-08,256,1.6182836708108472,True,0.2101108665591314,33,19,7.33211071701181,,,,,,,,,,,,,,,,0.9435964624959056,0.9884032114183764,0.8562596599690881,0,0,2026-06-30T18:26:07.337421+00:00,2026-07-06T01:41:20.941619+00:00
trial_85,7230829.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0001341002681641,300,0.6550126425421456,0.0376250771426419,64,3.3159317862335413,True,0.7852997650467167,22,4,9.865086571773071,,,,,,,,,,,,,,,,0.8696986435892715,0.9723461195361284,0.7027724049000644,0,0,2026-06-30T18:45:47.234746+00:00,2026-07-06T01:41:20.941619+00:00
trial_86,7230841.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,1.414379326137179e-05,25,0.5288010871051687,0.0208255619928755,256,2.2370194398974164,False,0.541668270111414,13,3,3.1584778660998776,,,,,,,,,,,,,,,,0.8949423694652642,0.9750223015165032,0.7553559087767795,0,0,2026-06-30T18:52:00.939198+00:00,2026-07-06T01:41:20.941619+00:00
trial_87,7230858.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0062377863614922,50,0.1017599040586204,1.082921112875289e-07,128,7.950298547897726,False,0.8077139263896892,36,18,2.5974939575179263,,,,,,,,,,,,,,,,0.94099808820621,0.9794826048171276,0.8645669291338582,0,0,2026-06-30T19:03:43.184306+00:00,2026-07-06T01:41:20.941619+00:00
trial_88,7230881.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,6.683192861901616e-06,25,0.15780044865112,1.1018319629798354e-05,64,1.2974310036640202,True,0.2185640816324293,17,12,2.692100929748859,,,,,,,,,,,,,,,,0.9228009481709272,0.9884032114183764,0.8028985507246377,0,0,2026-06-30T19:13:58.116349+00:00,2026-07-06T01:41:20.941619+00:00
trial_89,7230894.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0001574814284346,300,0.4732459228595735,4.882240267267423e-05,32,9.047671109854813,True,0.3979263599570104,28,9,1.643839396235377,,,,,,,,,,,,,,,,0.9299756722992965,0.9705619982158786,0.85,0,0,2026-06-30T19:23:31.673505+00:00,2026-07-06T01:41:20.941619+00:00
trial_90,7230899.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,3.440550682284742e-05,100,0.2371522185267169,0.0121701848453248,32,5.674349538585028,True,0.79486784543453,1,13,6.144019323829363,,,,,,,,,,,,,,,,0.929478413752686,0.9794826048171276,0.8337129840546698,0,0,2026-06-30T19:28:55.974263+00:00,2026-07-06T01:41:20.941619+00:00
trial_91,7230918.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0263059174868456,25,0.3960559781702949,2.915206669622775e-07,64,5.155797882839367,True,0.4958973460552769,8,22,4.12058479113548,,,,,,,,,,,,,,,,0.9335396119383744,0.9937555753791256,0.8215339233038348,0,0,2026-06-30T19:42:07.376229+00:00,2026-07-06T01:41:20.941619+00:00
trial_92,7230946.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0022199645498104,25,0.1036336596297891,0.0195792998953068,32,5.118433379398465,False,0.7485622294628902,18,26,6.047306262728057,,,,,,,,,,,,,,,,0.8982379726786774,0.9339875111507584,0.8270142180094787,0,0,2026-06-30T19:55:12.812474+00:00,2026-07-06T01:41:20.941619+00:00
trial_93,7230968.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,1.3911297938416723e-05,100,0.4844983452241196,4.7844436147301615e-05,64,3.492359370699425,True,0.105195092814699,16,23,7.704452203427786,,,,,,,,,,,,,,,,0.9197510645266952,0.9634255129348795,0.8346213292117465,0,0,2026-06-30T20:08:16.813837+00:00,2026-07-06T01:41:20.941619+00:00
trial_94,7231012.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,1.987500303924496e-05,150,0.1048844666510001,0.0006312416975998,16,8.459785326252035,True,0.1866754308809683,6,7,4.619708479463272,,,,,,,,,,,,,,,,0.9287557054971224,0.9634255129348795,0.8591885441527446,0,0,2026-06-30T20:24:46.087692+00:00,2026-07-06T01:41:20.941619+00:00
trial_95,7231030.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0009975456392519,300,0.1043236480636215,8.297630256215346e-06,32,8.104414622434934,False,0.1806113149155194,32,29,1.9975184331923383,,,,,,,,,,,,,,,,0.9385232428167531,0.9794826048171276,0.8578125,0,0,2026-06-30T20:36:37.018240+00:00,2026-07-06T01:41:20.941619+00:00
trial_96,7231114.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0242232314063339,300,0.631519563238304,2.560605272532299e-06,64,1.722924134563658,False,0.2527154639700929,2,24,2.4425308672654893,,,,,,,,,,,,,,,,0.941470801237738,0.9812667261373772,0.8627450980392157,0,0,2026-06-30T21:01:09.182225+00:00,2026-07-06T01:41:20.941619+00:00
trial_97,7231152.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,1.221810769268772e-05,25,0.1498371853732275,2.473899486218261e-05,64,4.22681272789887,False,0.3599762746293076,37,18,7.8157045730659584,,,,,,,,,,,,,,,,0.9067791070144472,0.951828724353256,0.8195084485407066,0,0,2026-06-30T21:36:34.780994+00:00,2026-07-06T01:41:20.941619+00:00
trial_98,7231169.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0013001598013809,25,0.055200070855229,6.429328000099907e-07,256,5.06379298882571,True,0.7136515814857926,21,3,7.635200486840912,,,,,,,,,,,,,,,,0.8995030013554508,0.9562890276538804,0.7934863064396743,0,0,2026-06-30T21:48:32.425141+00:00,2026-07-06T01:41:20.941619+00:00
trial_99,7231184.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,0.0072701565967612,25,0.5486231489839615,2.7592581195774063e-08,32,0.4184626719476936,True,0.6640115316619569,14,14,5.319361771561291,,,,,,,,,,,,,,,,0.943209550821186,0.9812667261373772,0.8675078864353313,0,0,2026-06-30T21:54:28.142802+00:00,2026-07-06T01:41:20.941619+00:00
trial_100,7231196.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,4.226579572298545e-05,50,0.0711376320667605,3.5099365853954815e-05,256,2.230340970413196,True,0.0937663822756956,28,6,6.656884193976482,,,,,,,,,,,,,,,,0.922457937088515,0.951828724353256,0.862570735650768,0,0,2026-06-30T22:01:30.867853+00:00,2026-07-06T01:41:20.941619+00:00
